0.0179883 0.756846
0.0182523 0.70092
0.0185164 0.721221
0.0187804 0.667806
0.0190444 0.727714
0.0193084 0.706594
0.0195724 0.669941
0.0198364 0.756954
0.0201004 0.722185
0.0203645 0.669856
0.0206285 0.711512
0.0208925 0.680724
0.0211565 0.65071
0.0214205 0.621396
0.0216845 0.641124
0.0219486 0.654188
0.0222126 0.710644
0.0224766 0.710221
0.0227406 0.62268
0.0230046 0.675252
0.0232686 0.712254
0.0235326 0.63063
0.0237967 0.681772
0.0240607 0.605247
0.0243247 0.630777
0.0245887 0.619093
0.0248527 0.580788
0.0251167 0.628402
0.0253807 0.617579
0.0256448 0.647896
0.0259088 0.592228
0.0261728 0.591076
0.0264368 0.654984
0.0267008 0.661018
0.0269648 0.616274
0.0272288 0.606272
0.0274929 0.59794
0.0277569 0.551626
0.0280209 0.629534
0.0282849 0.625882
0.0285489 0.632582
0.0288129 0.570726
0.0290769 0.586677
0.029341 0.600727
0.029605 0.590434
0.029869 0.595716
0.030133 0.635083
0.030397 0.624022
0.030661 0.613236
0.030925 0.575769
0.0311891 0.62165
0.0314531 0.578882
0.0317171 0.594803
0.0319811 0.579358
0.0322451 0.570015
0.0325091 0.566719
0.0327732 0.604805
0.0330372 0.556646
0.0333012 0.557481
0.0335652 0.590115
0.0338292 0.573873
0.0340932 0.552066
0.0343572 0.572631
0.0346213 0.563822
0.0348853 0.533214
0.0351493 0.524324
0.0354133 0.531502
0.0356773 0.538788
0.0359413 0.53485
0.0362053 0.543873
0.0364694 0.521232
0.0367334 0.523931
0.0369974 0.535363
0.0372614 0.540555
0.0375254 0.515353
0.0377894 0.514226
0.0380534 0.507878
0.0383175 0.498795
0.0385815 0.51279
0.0388455 0.490169
0.0391095 0.506217
0.0393735 0.487445
0.0396375 0.516194
0.0399015 0.518549
0.0401656 0.447685
0.0404296 0.498557
0.0406936 0.466325
0.0409576 0.496825
0.0412216 0.483581
0.0414856 0.508769
0.0417497 0.481345
0.0420137 0.471015
0.0422777 0.466113
0.0425417 0.452018
0.0428057 0.443663
0.0430697 0.450691
0.0433337 0.453645
0.0435978 0.478886
0.0438618 0.476195
0.0441258 0.449779
0.0443898 0.44099
0.0446538 0.45725
0.0449178 0.440132
0.0451818 0.445505
0.0454459 0.424667
0.0457099 0.425756
0.0459739 0.388678
0.0462379 0.420713
0.0465019 0.414495
0.0467659 0.415447
0.0470299 0.443568
0.047294 0.424642
0.047558 0.411535
0.047822 0.401373
0.048086 0.407245
0.04835 0.403346
0.048614 0.390994
0.048878 0.399365
0.0491421 0.392168
0.0494061 0.391624
0.0496701 0.393289
0.0499341 0.391426
0.0501981 0.376422
0.0504621 0.378736
0.0507262 0.372645
0.0509902 0.37743
0.0512542 0.374769
0.0515182 0.371629
0.0517822 0.364082
0.0520462 0.368476
0.0523102 0.365081
0.0525743 0.358902
0.0528383 0.348809
0.0531023 0.350438
0.0533663 0.353717
0.0536303 0.351691
0.0538943 0.344375
0.0541583 0.346156
0.0544224 0.337979
0.0546864 0.337406
0.0549504 0.326431
0.0552144 0.339744
0.0554784 0.332603
0.0557424 0.327906
0.0560064 0.323264
0.0562705 0.330244
0.0565345 0.325457
0.0567985 0.322679
0.0570625 0.320676
0.0573265 0.316578
0.0575905 0.308967
0.0578545 0.31388
0.0581186 0.309572
0.0583826 0.308754
0.0586466 0.307082
0.0589106 0.305102
0.0591746 0.299001
0.0594386 0.300087
0.0597026 0.294293
0.0599667 0.300386
0.0602307 0.287415
0.0604947 0.287457
0.0607587 0.292701
0.0610227 0.28438
0.0612867 0.284867
0.0615508 0.284966
0.0618148 0.281821
0.0620788 0.276627
0.0623428 0.275514
0.0626068 0.278999
0.0628708 0.275769
0.0631348 0.267241
0.0633989 0.26492
0.0636629 0.266634
0.0639269 0.268576
0.0641909 0.261759
0.0644549 0.266874
0.0647189 0.262242
0.0649829 0.265717
0.065247 0.254424
0.065511 0.256835
0.065775 0.254515
0.066039 0.255074
0.066303 0.25555
0.066567 0.251549
0.066831 0.235802
0.0670951 0.239558
0.0673591 0.246658
0.0676231 0.24421
0.0678871 0.240715
0.0681511 0.238864
0.0684151 0.238173
0.0686791 0.22955
0.0689432 0.233702
0.0692072 0.232664
0.0694712 0.231361
0.0697352 0.236388
0.0699992 0.226859
0.0702632 0.231765
0.0705273 0.22979
0.0707913 0.222738
0.0710553 0.22269
0.0713193 0.22209
0.0715833 0.22394
0.0718473 0.219295
0.0721113 0.220654
0.0723754 0.214116
0.0726394 0.216881
0.0729034 0.217935
0.0731674 0.21256
0.0734314 0.217186
0.0736954 0.212037
0.0739594 0.210225
0.0742235 0.208051
0.0744875 0.205046
0.0747515 0.201374
0.0750155 0.202772
0.0752795 0.203566
0.0755435 0.203889
0.0758075 0.195999
0.0760716 0.200325
0.0763356 0.199404
0.0765996 0.198299
0.0768636 0.196676
0.0771276 0.191439
0.0773916 0.19129
0.0776556 0.199405
0.0779197 0.191141
0.0781837 0.187647
0.0784477 0.188996
0.0787117 0.189511
0.0789757 0.191532
0.0792397 0.186531
0.0795037 0.184254
0.0797678 0.18509
0.0800318 0.179941
0.0802958 0.183211
0.0805598 0.180312
0.0808238 0.178674
0.0810878 0.17643
0.0813519 0.181721
0.0816159 0.170827
0.0818799 0.17321
0.0821439 0.17262
0.0824079 0.171234
0.0826719 0.170269
0.0829359 0.173452
0.0832 0.172661
0.083464 0.170269
0.083728 0.166205
0.083992 0.165038
0.084256 0.163505
0.08452 0.166686
0.084784 0.16112
0.0850481 0.164345
0.0853121 0.159519
0.0855761 0.162621
0.0858401 0.162391
0.0861041 0.158231
0.0863681 0.159697
0.0866321 0.155371
0.0868962 0.15761
0.0871602 0.155349
0.0874242 0.155221
0.0876882 0.153846
0.0879522 0.154981
0.0882162 0.15599
0.0884802 0.147286
0.0887443 0.153762
0.0890083 0.15175
0.0892723 0.154351
0.0895363 0.150845
0.0898003 0.150641
0.0900643 0.150756
0.0903284 0.146799
0.0905924 0.14949
0.0908564 0.148962
0.0911204 0.142512
0.0913844 0.141934
0.0916484 0.144022
0.0919124 0.142903
0.0921765 0.139734
0.0924405 0.137865
0.0927045 0.140738
0.0929685 0.142059
0.0932325 0.137758
0.0934965 0.138484
0.0937605 0.135066
0.0940246 0.138979
0.0942886 0.138844
0.0945526 0.135813
0.0948166 0.138041
0.0950806 0.13094
0.0953446 0.13099
0.0956086 0.132265
0.0958727 0.129315
0.0961367 0.132841
0.0964007 0.129322
0.0966647 0.125338
0.0969287 0.132711
0.0971927 0.128054
0.0974567 0.129514
0.0977208 0.124848
0.0979848 0.124366
0.0982488 0.128595
0.0985128 0.121231
0.0987768 0.12384
0.0990408 0.12503
0.0993049 0.122242
0.0995689 0.120755
0.0998329 0.11966
0.100097 0.117689
0.100361 0.119125
0.100625 0.120216
0.100889 0.119522
0.101153 0.117936
0.101417 0.113192
0.101681 0.117162
0.101945 0.114616
0.102209 0.118449
0.102473 0.114526
0.102737 0.11584
0.103001 0.116494
0.103265 0.11596
0.103529 0.115019
0.103793 0.110209
0.104057 0.111419
0.104321 0.112205
0.104585 0.110737
0.104849 0.111433
0.105113 0.114636
0.105377 0.110781
0.105641 0.111899
0.105905 0.107079
0.106169 0.107355
0.106433 0.107
0.106697 0.109181
0.106961 0.111586
0.107225 0.107387
0.107489 0.104297
0.107753 0.107632
0.108017 0.103691
0.108281 0.103421
0.108545 0.107756
0.108809 0.104088
0.109073 0.104677
0.109337 0.104961
0.109601 0.099691
0.109865 0.100758
0.110129 0.101402
0.110393 0.0973976
0.110657 0.0997705
0.110921 0.101479
0.111186 0.101298
0.11145 0.0998945
0.111714 0.0976417
0.111978 0.0971047
0.112242 0.0983374
0.112506 0.0963916
0.11277 0.0985889
0.113034 0.0991596
0.113298 0.0958649
0.113562 0.0952514
0.113826 0.0941834
0.11409 0.0985381
0.114354 0.0953365
0.114618 0.0939746
0.114882 0.0925098
0.115146 0.0927014
0.11541 0.0931926
0.115674 0.0922277
0.115938 0.0893381
0.116202 0.092314
0.116466 0.0903981
0.11673 0.0907631
0.116994 0.0932035
0.117258 0.0902596
0.117522 0.0889985
0.117786 0.0883224
0.11805 0.0890605
0.118314 0.0885773
0.118578 0.0881548
0.118842 0.0890144
0.119106 0.0854411
0.11937 0.0880365
0.119634 0.0870521
0.119898 0.0853781
0.120162 0.089029
0.120426 0.0832834
0.12069 0.0860786
0.120954 0.0829169
0.121218 0.0862015
0.121482 0.0823479
0.121746 0.0833452
0.12201 0.0820409
0.122274 0.0827841
0.122538 0.0819854
0.122802 0.0827843
0.123066 0.0823194
0.12333 0.0811415
0.123594 0.0828026
0.123858 0.0787175
0.124122 0.080758
0.124386 0.0828065
0.12465 0.0843602
0.124914 0.0799201
0.125178 0.0778304
0.125442 0.0779886
0.125706 0.0772526
0.12597 0.0784684
0.126234 0.0774592
0.126498 0.0793533
0.126762 0.0780619
0.127026 0.0759479
0.12729 0.0774744
0.127554 0.0803298
0.127818 0.0787338
0.128082 0.0764211
0.128346 0.0747924
0.12861 0.0756306
0.128874 0.073998
0.129139 0.0765659
0.129403 0.07575
0.129667 0.0740874
0.129931 0.0750011
0.130195 0.0760272
0.130459 0.0720914
0.130723 0.0726642
0.130987 0.0709783
0.131251 0.071905
0.131515 0.0724659
0.131779 0.0699554
0.132043 0.0715559
0.132307 0.0721955
0.132571 0.0706059
0.132835 0.0725618
0.133099 0.0714185
0.133363 0.0715756
0.133627 0.0696296
0.133891 0.0684166
0.134155 0.0706946
0.134419 0.0681399
0.134683 0.0686125
0.134947 0.0685099
0.135211 0.0660016
0.135475 0.0675254
0.135739 0.0693699
0.136003 0.0628497
0.136267 0.0686304
0.136531 0.0701155
0.136795 0.0693345
0.137059 0.0683546
0.137323 0.0649621
0.137587 0.0664803
0.137851 0.0665736
0.138115 0.0657096
0.138379 0.0641636
0.138643 0.0635505
0.138907 0.0640599
0.139171 0.0644625
0.139435 0.0654543
0.139699 0.0648576
0.139963 0.0657116
0.140227 0.0630688
0.140491 0.0655619
0.140755 0.0632121
0.141019 0.0630373
0.141283 0.0640224
0.141547 0.0665582
0.141811 0.0627235
0.142075 0.0631043
0.142339 0.0645236
0.142603 0.0618242
0.142867 0.0625275
0.143131 0.0629206
0.143395 0.0637497
0.143659 0.0620651
0.143923 0.062628
0.144187 0.0611541
0.144451 0.0597929
0.144715 0.0598413
0.144979 0.0602149
0.145243 0.0599644
0.145507 0.0586156
0.145771 0.0586207
0.146035 0.0586337
0.146299 0.0581598
