0.024715 0.559534 0.00445475
0.024943 0.552281 0.0041755
0.025171 0.545716 0.00414625
0.025399 0.552254 0.00410546
0.025627 0.549145 0.0039357
0.025855 0.540799 0.00394004
0.026083 0.540614 0.00390693
0.0263109 0.534112 0.0038129
0.0265389 0.534802 0.00378927
0.0267669 0.53084 0.00372094
0.0269949 0.529191 0.00372931
0.0272229 0.525382 0.00369246
0.0274509 0.518522 0.00359671
0.0276789 0.515266 0.00356764
0.0279069 0.511751 0.00351075
0.0281349 0.508764 0.00352097
0.0283629 0.509467 0.00344331
0.0285909 0.503954 0.0033962
0.0288189 0.499531 0.00344556
0.0290469 0.494651 0.00333444
0.0292749 0.491943 0.00333346
0.0295029 0.487198 0.00325595
0.0297309 0.488315 0.00322377
0.0299589 0.488712 0.00325824
0.0301869 0.484231 0.00319768
0.0304149 0.478073 0.00313359
0.0306429 0.477803 0.0031144
0.0308709 0.475499 0.00309402
0.0310989 0.469683 0.00308754
0.0313269 0.46692 0.00302616
0.0315549 0.465185 0.00301118
0.0317829 0.462436 0.00298386
0.0320108 0.457927 0.00297411
0.0322388 0.453031 0.00292616
0.0324668 0.446694 0.00290852
0.0326948 0.443202 0.00292467
0.0329228 0.441175 0.00287325
0.0331508 0.443144 0.00283328
0.0333788 0.435641 0.00277764
0.0336068 0.433464 0.00280758
0.0338348 0.433447 0.00278204
0.0340628 0.42917 0.00278365
0.0342908 0.422585 0.00272985
0.0345188 0.423013 0.00270575
0.0347468 0.416368 0.00271306
0.0349748 0.411696 0.00267864
0.0352028 0.410659 0.00265669
0.0354308 0.409254 0.0026379
0.0356588 0.40756 0.00260147
0.0358868 0.401735 0.00263745
0.0361148 0.398896 0.00255255
0.0363428 0.393636 0.00256157
0.0365708 0.396122 0.00255506
0.0367988 0.393306 0.00253096
0.0370268 0.395384 0.00254165
0.0372548 0.390103 0.00248333
0.0374828 0.383599 0.00249405
0.0377108 0.382886 0.00247409
0.0379387 0.379525 0.00244066
0.0381667 0.37736 0.00244861
0.0383947 0.372996 0.00242349
0.0386227 0.369513 0.0024482
0.0388507 0.366124 0.00237989
0.0390787 0.364636 0.00236908
0.0393067 0.36272 0.00239554
0.0395347 0.360536 0.0023426
0.0397627 0.357913 0.00236959
0.0399907 0.356084 0.00232631
0.0402187 0.351875 0.00230425
0.0404467 0.349486 0.00231179
0.0406747 0.345087 0.00229934
0.0409027 0.344231 0.00228044
0.0411307 0.342485 0.00226275
0.0413587 0.339803 0.00227141
0.0415867 0.337537 0.00225635
0.0418147 0.333132 0.00225091
0.0420427 0.331455 0.00222161
0.0422707 0.324876 0.0022032
0.0424987 0.321829 0.00221295
0.0427267 0.321647 0.00219841
0.0429547 0.321575 0.00214931
0.0431827 0.320475 0.00216892
0.0434107 0.319572 0.00216786
0.0436386 0.318512 0.00215998
0.0438666 0.317214 0.00213579
0.0440946 0.312408 0.0021415
0.0443226 0.312082 0.00212655
0.0445506 0.309991 0.00211709
0.0447786 0.30816 0.00209832
0.0450066 0.304376 0.00207836
0.0452346 0.301783 0.00209266
0.0454626 0.300169 0.00209662
0.0456906 0.297496 0.00208554
0.0459186 0.294878 0.00205358
0.0461466 0.293152 0.0020425
0.0463746 0.290029 0.00203466
0.0466026 0.285196 0.00203864
0.0468306 0.285375 0.00202712
0.0470586 0.284511 0.00200499
0.0472866 0.281866 0.00200877
0.0475146 0.281784 0.00201626
0.0477426 0.279915 0.00198314
0.0479706 0.279873 0.00199109
0.0481986 0.277691 0.00197326
0.0484266 0.271641 0.00199518
0.0486546 0.269078 0.00195846
0.0488826 0.270593 0.00193174
0.0491106 0.267914 0.00196823
0.0493386 0.265178 0.00193379
0.0495665 0.259806 0.00194367
0.0497945 0.259446 0.00191991
0.0500225 0.26034 0.00191128
0.0502505 0.25575 0.00191891
0.0504785 0.25253 0.00189881
0.0507065 0.254066 0.00191111
0.0509345 0.251302 0.00189165
0.0511625 0.252702 0.00190184
0.0513905 0.248642 0.00191092
0.0516185 0.249924 0.00184686
0.0518465 0.248345 0.00187019
0.0520745 0.245251 0.00185881
0.0523025 0.24258 0.00185615
0.0525305 0.239338 0.00185264
0.0527585 0.242166 0.00183891
0.0529865 0.241331 0.00184951
0.0532145 0.235231 0.00182976
0.0534425 0.236834 0.0018238
0.0536705 0.233204 0.00182142
0.0538985 0.229806 0.0018123
0.0541265 0.227175 0.0018274
0.0543545 0.223532 0.00178244
0.0545825 0.226199 0.00178716
0.0548105 0.225769 0.00178986
0.0550385 0.225095 0.00179368
0.0552664 0.223045 0.00179965
0.0554944 0.221245 0.00175677
0.0557224 0.218816 0.00174879
0.0559504 0.219688 0.00176395
0.0561784 0.21574 0.00176975
0.0564064 0.21161 0.00174928
0.0566344 0.212968 0.00174993
0.0568624 0.209735 0.00175242
0.0570904 0.209539 0.00173539
0.0573184 0.208704 0.00172681
0.0575464 0.20781 0.00171817
0.0577744 0.209056 0.00173256
0.0580024 0.205856 0.001729
0.0582304 0.204253 0.00171277
0.0584584 0.205295 0.0016989
0.0586864 0.204544 0.00168621
0.0589144 0.203126 0.00171251
0.0591424 0.20078 0.00169766
0.0593704 0.19912 0.00167645
0.0595984 0.196222 0.0016908
0.0598264 0.192524 0.00167525
0.0600544 0.192614 0.00167736
0.0602824 0.192719 0.0016618
0.0605104 0.190209 0.00166309
0.0607384 0.190655 0.00167398
0.0609664 0.189565 0.00165285
0.0611943 0.185486 0.00165166
0.0614223 0.184186 0.00164166
0.0616503 0.188985 0.0016384
0.0618783 0.188732 0.00165004
0.0621063 0.185206 0.00163564
0.0623343 0.184303 0.00163436
0.0625623 0.183139 0.00162704
0.0627903 0.183394 0.00161777
0.0630183 0.18053 0.00161555
0.0632463 0.181853 0.00160078
0.0634743 0.179526 0.00161419
0.0637023 0.173684 0.00160389
0.0639303 0.173719 0.00160953
0.0641583 0.17153 0.00159395
0.0643863 0.17324 0.00159208
0.0646143 0.170469 0.00160327
0.0648423 0.171127 0.00158595
0.0650703 0.170412 0.00157854
0.0652983 0.167586 0.00157018
0.0655263 0.167584 0.00157862
0.0657543 0.167848 0.00156746
0.0659823 0.165304 0.00156585
0.0662103 0.162972 0.00156736
0.0664383 0.164798 0.0015619
0.0666663 0.163204 0.00156419
0.0668942 0.162637 0.00154401
0.0671222 0.162099 0.0015416
0.0673502 0.161464 0.00154729
0.0675782 0.159659 0.00154374
0.0678062 0.158459 0.00154761
0.0680342 0.15468 0.00151947
0.0682622 0.156028 0.00153315
0.0684902 0.155029 0.00152419
0.0687182 0.153099 0.00151974
0.0689462 0.153079 0.00151221
0.0691742 0.152615 0.00151691
0.0694022 0.151775 0.00152505
0.0696302 0.150624 0.0015165
0.0698582 0.149169 0.0015075
0.0700862 0.14825 0.00149052
0.0703142 0.147718 0.00149341
0.0705422 0.147168 0.00150449
0.0707702 0.150397 0.00149212
0.0709982 0.150109 0.00148505
0.0712262 0.148468 0.00148153
0.0714542 0.147654 0.00148518
